title,company,salary,url,experience,employment,schedule,work_hours
Инженер OpenCV,Москабельмет,Not specified,https://hh.ru/vacancy/119772512,1.0,Полная,5/2,8
Application Security Engineer,СОГАЗ,Not specified,https://hh.ru/vacancy/118694873,1.0,Полная,5/2,8
Аналитик (отдел анализа и автоматизации отчетности),Развитие,Not specified,https://hh.ru/vacancy/119171261,3.0,Полная,5/2,8
Аналитик по ценообразованию на маркетплейсах,"Эксмо, издательство",Not specified,https://hh.ru/vacancy/117523004,3.0,Полная,5/2,8
Ведущий инженер по тестированию (python/java),БЮРО 1440,Not specified,https://hh.ru/vacancy/119112756,6.0,Полная,5/2,8
Сетевой инженер,Трансинжстрой,From 190000 RUR,https://hh.ru/vacancy/112665410,3.0,Полная,5/2,8
Инженер-программист,"Топаз, НПП",From 133000 RUR,https://hh.ru/vacancy/119373669,1.0,Полная,5/2,8
Data Scientist/ML Engineer,"Hi, Rockits!",Not specified,https://hh.ru/vacancy/119927833,3.0,Полная,5/2,8
Коммерческий аналитик,Северсталь,Not specified,https://hh.ru/vacancy/119249138,1.0,Полная,Свободный,8
Data Scientist,СБЕР,Not specified,https://hh.ru/vacancy/120062159,,,,
"Senior Data Analyst (AB тестирование, ML модели)",Х5 Group,Not specified,https://hh.ru/vacancy/111417147,3.0,Полная,Свободный,8
Team Lead / Руководитель команды разработки,Marksman,Not specified,https://hh.ru/vacancy/119508883,6.0,Полная,5/2,8
Data Engineer (сервисы мониторинга),СБЕР,Not specified,https://hh.ru/vacancy/119638907,,,,
"Старший разработчик Go, Виджеты рекомендаций",Ozon,Not specified,https://hh.ru/vacancy/104368503,3.0,Полная,5/2,8
Аналитик данных,АктивСпорт,140000–170000 RUR,https://hh.ru/vacancy/119957298,6.0,Полная,5/2,9
Руководитель направления DevOps/SRE,«UZUM TECHNOLOGIES»,Not specified,https://hh.ru/vacancy/119864832,6.0,Полная,,
Junior ML Engineer / Data scientist (Младший специалист МО),Инфосистемы Джет,Not specified,https://hh.ru/vacancy/119382231,1.0,Полная,5/2,8
Продуктовый аналитик (Чаты между продавцов и покупателем),Ozon,Not specified,https://hh.ru/vacancy/119646415,1.0,Полная,5/2,8
Data scientist,IT-Implant,From 150000 RUR,https://hh.ru/vacancy/119266909,3.0,Полная,5/2,8
SRE в группу эксплуатации Greenplum,Т-Банк,Not specified,https://hh.ru/vacancy/120023566,1.0,Полная,5/2,8
Главный инженер отдела серверной инфраструктуры,СИГМА,Not specified,https://hh.ru/vacancy/119586394,6.0,Полная,5/2,8
"Senior Data Analyst (""Рекомендации"")",Okko,Not specified,https://hh.ru/vacancy/119958842,3.0,Полная,5/2,8
Fullstack Python разработчик,Б1 (B1),Not specified,https://hh.ru/vacancy/119848155,6.0,Полная,5/2,8
DevSecOps специалист (ИБ),Газпромбанк,Not specified,https://hh.ru/vacancy/108173409,1.0,Полная,5/2,8
ML Engineer,Эвотор,Not specified,https://hh.ru/vacancy/119431242,3.0,Полная,5/2,8
Аналитик данных,Центральный банк Российской Федерации (Банк России),Not specified,https://hh.ru/vacancy/119812566,1.0,Полная,5/2,8
DevOps Senior,Альфа-Банк,Not specified,https://hh.ru/vacancy/119513018,3.0,Полная,5/2,8
DevOps,Utrace,Not specified,https://hh.ru/vacancy/119880659,1.0,Полная,5/2,8
Python developer middle,СберПраво,Not specified,https://hh.ru/vacancy/118989280,3.0,Полная,5/2,9
Системный администратор Windows,JFoRecruitment,250000–350000 RUR,https://hh.ru/vacancy/119090915,6.0,Полная,5/2,8
MLOps-инженер,T2,Not specified,https://hh.ru/vacancy/118966566,1.0,Полная,5/2,8
Разработчик 1С,"ДИКСИ, группа компаний",Not specified,https://hh.ru/vacancy/119502792,1.0,Полная,5/2,8
"Инженер автоматизации тестирования Typescript, Платформа управления знаниями",Ozon,Not specified,https://hh.ru/vacancy/119381539,1.0,Полная,5/2,8
Middle Python (django) разработчик,Аптрейд,200000–300000 RUR,https://hh.ru/vacancy/119287975,3.0,Полная,5/2,8
Ведущий специалист по решению SOAR,Лоция,Not specified,https://hh.ru/vacancy/118034374,1.0,Полная,5/2,8
Дата-инженер,IBS,Not specified,https://hh.ru/vacancy/119034857,1.0,Полная,5/2,8
"Инженер технической поддержки (ПО заказчика, ОФИС)",Security Vision,Not specified,https://hh.ru/vacancy/119439392,1.0,Полная,5/2,8
Robotics Software Engineer,СБЕР,Not specified,https://hh.ru/vacancy/118286923,,,,
Инженер по нагрузочному тестированию (МТС Веб Сервисы),МТС,Not specified,https://hh.ru/vacancy/119970256,1.0,Полная,5/2,8
Количественный аналитик/трейдер,Quanthill,Not specified,https://hh.ru/vacancy/119240429,3.0,Полная,5/2,8
Аналитик CVM,Перекрёсток,Not specified,https://hh.ru/vacancy/119836425,1.0,Полная,5/2,8
Инженер по автоматизированному тестированию (frontend/backend Python),Netris,Not specified,https://hh.ru/vacancy/119216118,1.0,Полная,5/2,8
Middle+ / Senior Python Developer,Группа Адмитад,Not specified,https://hh.ru/vacancy/119785684,6.0,Полная,5/2,8
Mathematician-analyst/Аналитик-математик,STARTRIBE LTD,Not specified,https://hh.ru/vacancy/120061265,1.0,Полная,5/2,8
Application Security Еngineer,WILDBERRIES,Not specified,https://hh.ru/vacancy/109650390,1.0,Полная,5/2,8
Аналитик SOC,Калашников,Not specified,https://hh.ru/vacancy/119755931,1.0,Полная,5/2,8
Разработчик интегральных схем ПЛИС(FPGA)/Инженер-программист ПЛИС,Научно-производственное объединение дальней радиолокации имени академика А.Л. Минца,Not specified,https://hh.ru/vacancy/117826013,3.0,Полная,5/2,8
QA engineer (manual+auto),Компания БКС,Not specified,https://hh.ru/vacancy/118505047,3.0,Полная,5/2,8
Системный аналитик / технический писатель,Лига Цифровой Экономики,Not specified,https://hh.ru/vacancy/118130692,3.0,Полная,5/2,8
Программист-исследователь,Московский метрополитен,Not specified,https://hh.ru/vacancy/119217113,1.0,Полная,5/2,8
Программист 1С,EPG Service,Up to 200000 RUR,https://hh.ru/vacancy/119630102,6.0,Полная,5/2,8
Аналитик,Getblogger,Not specified,https://hh.ru/vacancy/119401744,1.0,Полная,5/2,8
"Стажёр-инженер по тестированию (python), Маршрутизация, Логистика",Ozon,Not specified,https://hh.ru/vacancy/119432580,,Полная,5/2,8
Инженер,ГКУ Инфогород,Not specified,https://hh.ru/vacancy/119250188,1.0,Полная,5/2,8
Middle Blue Team/Специалист по защите информации,CyberOK,Not specified,https://hh.ru/vacancy/119656797,3.0,Полная,5/2,8
Python разработчик (DBaaS),Selectel,Not specified,https://hh.ru/vacancy/119403075,6.0,Полная,5/2,8
Data Scientist,ВсеИнструменты.ру,From 200000 RUR,https://hh.ru/vacancy/119321091,3.0,Полная,5/2,8
MLOps инженер,МТ-ЛАБ,Not specified,https://hh.ru/vacancy/120045753,3.0,Полная,5/2,8
Тимлид группы инженеров по инфраструктурному ПО,K2 Тех,Not specified,https://hh.ru/vacancy/111587077,6.0,Полная,5/2,8
Системный инженер Linux,Cloud.ru,Not specified,https://hh.ru/vacancy/115481692,3.0,Полная,5/2,8
Пресейл-инженер/Presale engineer,Актив,Not specified,https://hh.ru/vacancy/120031137,1.0,Полная,5/2,8
PHP Full stack developer,Sky World Community,From 120000 RUR,https://hh.ru/vacancy/120008533,3.0,Полная,5/2,8
Senior Golang Developer,Холдем,Not specified,https://hh.ru/vacancy/116145421,3.0,Полная,5/2,8
DevOps инженер,Президентская Академия. Кадровый центр,Not specified,https://hh.ru/vacancy/119576526,1.0,Полная,5/2,8
Архитектор (Базовые станции),БУЛАТ,Not specified,https://hh.ru/vacancy/114677831,3.0,Полная,5/2,8
Системный администратор,Hoff Tech,Not specified,https://hh.ru/vacancy/119515045,1.0,Полная,5/2,8
Специалист по прогнозированию спроса,Pudov,Up to 200000 RUR,https://hh.ru/vacancy/108989332,1.0,Полная,5/2,8
Инженер по автоматизированному тестированию,Интермобилити,Not specified,https://hh.ru/vacancy/120121521,3.0,Полная,5/2,8
Инженер данных / Data Engineer,РСХБ-Интех,Not specified,https://hh.ru/vacancy/119329190,3.0,Полная,5/2,9
Аналитик,Сибирская генерирующая Компания,150000–200000 RUR,https://hh.ru/vacancy/119075057,,Полная,5/2,8
DevOps-инженер / Hadoop (Трайб Data Office),АО «ОТП Банк» (JSC «OTP Bank»),Not specified,https://hh.ru/vacancy/119423754,1.0,Полная,5/2,8
Аналитик в отдел моделирования,Росгосстрах,Not specified,https://hh.ru/vacancy/117482756,1.0,Полная,5/2,8
"Инженер-разработчик ПЛИС (ППВМ, FPGA, VHDL / Verilog)",НТЦ Радуга,100000–230000 RUR,https://hh.ru/vacancy/114963147,1.0,Полная,5/2,8
ML Engineer (LLM),Инвиста,Up to 5000 USD,https://hh.ru/vacancy/119787843,3.0,Полная,5/2,8
Middle Product Analyst / Продуктовый аналитик,Ситидрайв,Not specified,https://hh.ru/vacancy/119166395,3.0,Полная,5/2,8
Техлидер направления деперсонализации (Informatica),Ингосстрах Банк,Not specified,https://hh.ru/vacancy/116791729,6.0,Полная,5/2,8
Middle ML Engineer (AI-ассистент),Группа Компаний Рикор,Not specified,https://hh.ru/vacancy/116547227,1.0,Полная,5/2,8
Системный администратор Linux,Ростелеком - Центры обработки данных,Not specified,https://hh.ru/vacancy/119780983,1.0,Полная,5/2,8
Администратор PostgreSQL,Интерфакс,Not specified,https://hh.ru/vacancy/119114649,3.0,Полная,5/2,8
Системный дата-аналитик,Rubytech,Not specified,https://hh.ru/vacancy/119903094,3.0,Полная,5/2,8
Системный администратор,ФГУП НПП Гамма,Not specified,https://hh.ru/vacancy/119401943,1.0,Полная,5/2,8
Reverse-инженер [Senior],Диплей,Not specified,https://hh.ru/vacancy/119966338,3.0,Полная,5/2,8
Аналитик,МТС,Not specified,https://hh.ru/vacancy/119118143,1.0,Полная,5/2,8
Инженер по приборам ориентации и стабилизации КА ДЗЗ,БАРЛ НПК,Not specified,https://hh.ru/vacancy/119547939,1.0,Полная,5/2,8
"Ведущий аналитик (парфюмерия, косметика)",Единая Европа - Холдинг,Not specified,https://hh.ru/vacancy/119813508,3.0,Полная,5/2,8
Data engineer,Банк ПСБ,Not specified,https://hh.ru/vacancy/118262303,1.0,Полная,5/2,8
Python разработчик,IT-People.ru,Not specified,https://hh.ru/vacancy/119061082,3.0,Полная,5/2,8
Архитектор,SolidLab,Not specified,https://hh.ru/vacancy/118460371,3.0,Полная,5/2,8
Администратор базы данных,Cloud.ru,Not specified,https://hh.ru/vacancy/118496483,3.0,Полная,5/2,8
PHP developer,Marfatech,Not specified,https://hh.ru/vacancy/112753428,3.0,Полная,5/2,8
DevOps-инженер,НПО Мобильные Информационные Системы,Not specified,https://hh.ru/vacancy/118286361,1.0,Полная,5/2,8
Инженер по тестированию,СБЕР,Not specified,https://hh.ru/vacancy/120089721,3.0,Полная,5/2,8
Data Engineer,ДелоТех,Not specified,https://hh.ru/vacancy/119223201,1.0,Полная,5/2,8
Python-разработчик,Вайлд-Групп,180000–250000 RUR,https://hh.ru/vacancy/120072589,1.0,Полная,5/2,8
Middle data scientist (маркетинг),Ренессанс Банк,Not specified,https://hh.ru/vacancy/120103301,1.0,Полная,5/2,8
Ведущий инженер по автоматизированному тестированию,БЮРО 1440,Not specified,https://hh.ru/vacancy/118065865,3.0,Полная,5/2,8
Ведущий специалист/Аналитик отдела моделирования розничных кредитных рисков,Россельхозбанк,Not specified,https://hh.ru/vacancy/119833300,1.0,Полная,5/2,8
Продуктовый аналитик,Рестрим Медиа,Up to 150000 RUR,https://hh.ru/vacancy/119706676,1.0,Полная,5/2,8
Руководитель направления Продвинутая аналитика и моделирование,Банк ДОМ.РФ,Not specified,https://hh.ru/vacancy/119330766,3.0,Полная,5/2,8
Старший аналитик данных,РТЛабс,Not specified,https://hh.ru/vacancy/119384154,1.0,Полная,5/2,8
Python-разработчик,СБЕР,Not specified,https://hh.ru/vacancy/119133095,,,,
Разработчик на Java в инфраструктуру,Яндекс,220000–450000 RUR,https://hh.ru/vacancy/119069366,3.0,Полная,5/2,8
Data Engineer (Big Data),Платформа ОФД,Up to 270000 RUR,https://hh.ru/vacancy/119786047,1.0,Полная,Свободный,8
Аналитик направления мониторинга операционной деятельности,Альфа-Банк,Not specified,https://hh.ru/vacancy/119864506,1.0,Полная,5/2,8
Инженер-программист машинного зрения (Computer Vision Developer),ОКБ АСТРОН,120000–170000 RUR,https://hh.ru/vacancy/118116132,3.0,Полная,5/2,8
Data Analyst,СБЕР,Not specified,https://hh.ru/vacancy/119333775,3.0,Полная,5/2,8
Инженер по интеграции сенсоров в команду разработки роботов-доставщиков,Яндекс,Not specified,https://hh.ru/vacancy/118006854,6.0,Полная,5/2,8
"Системный администратор (серверы, сети, диагностика)",Серяков Виктор Юрьевич,Not specified,https://hh.ru/vacancy/119196303,1.0,Частичная,Свободный,по договорённости
Финансовый аналитик (Проекты розничного бизнеса),Банк ВТБ (ПАО),Not specified,https://hh.ru/vacancy/118965397,3.0,Полная,5/2,8
Системный инженер в группу мониторинга в Банк,Сателл ИТ,Not specified,https://hh.ru/vacancy/117627985,3.0,Полная,5/2,8
MLOps инженер,Группа компаний Астра,Not specified,https://hh.ru/vacancy/118117788,3.0,Полная,5/2,8
Product Analyst/Project Manager AI/ML,High Sky,Not specified,https://hh.ru/vacancy/120130435,3.0,Полная,5/2,8
Специалист технической поддержки L2 (офис),РЕДСМС,From 100000 RUR,https://hh.ru/vacancy/119345631,1.0,Полная,5/2,8
Технический руководитель ИТ проектов / Tech Lead / Team Lead,Группа компаний ТехноТранс (АО Технотранс),300000–350000 RUR,https://hh.ru/vacancy/119024594,6.0,Полная,5/2,8
Data Engineer (Middle+/ Senior),Софтмус,From 280000 RUR,https://hh.ru/vacancy/119230250,3.0,Полная,5/2,8
Ведущий аналитик-исследователь (Рекомендательные системы),GRI,Not specified,https://hh.ru/vacancy/120063528,3.0,Полная,5/2,8
Senior Linux System Engineer,JFoRecruitment,300000–350000 RUR,https://hh.ru/vacancy/119555254,,,,
Администратор Jira/Confluence,Киберпротект,Not specified,https://hh.ru/vacancy/119762083,1.0,Полная,5/2,8
Промпт-инженер,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119599718,1.0,Полная,5/2,8
BIM-менеджер (Технический заказчик),Sminex,275000–360000 RUR,https://hh.ru/vacancy/119164370,3.0,Полная,5/2,8
Тьютор-наставник (преподаватель программирования) в IT школу KIBERone,KiberOne (ИП Хорошавина Арина Андреевна),From 60000 RUR,https://hh.ru/vacancy/120129939,1.0,Частичная,Свободный,по договорённости
Аналитик данных Сегментный менеджмент и CRM,Банк ДОМ.РФ,Not specified,https://hh.ru/vacancy/119839013,3.0,Полная,5/2,8
Python-разработчик,К Студия,120000–250000 RUR,https://hh.ru/vacancy/119731461,3.0,Частичная,Свободный,48
Data Engineer/Data аналитик,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119881065,3.0,Полная,5/2,8
ML Ops Engineer,Photo Lab,From 220000 RUR,https://hh.ru/vacancy/119083118,1.0,Полная,5/2,8
"Middle Solution Architect [IGA, МТС Веб Сервисы]",МТС,Not specified,https://hh.ru/vacancy/115683763,3.0,Полная,5/2,8
Prompt Engineer,СБЕР,Not specified,https://hh.ru/vacancy/120043292,,,,
Аналитик данных,Межрегиональная инспекция Федеральной налоговой службы по управлению долгом,Not specified,https://hh.ru/vacancy/118990519,1.0,Полная,,
JS FullStack Developer,Botan Investments,4000–6000 USD,https://hh.ru/vacancy/119508517,3.0,Полная,5/2,8
Python-разработчик,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119927475,3.0,Полная,5/2,8
BI-аналитик,LADA Цифра,Not specified,https://hh.ru/vacancy/117946148,1.0,Полная,5/2,8
QA manual engineer,Алгоритмика,Not specified,https://hh.ru/vacancy/119840841,1.0,Полная,5/2,8
ML-инженер,Лоция,Not specified,https://hh.ru/vacancy/119510795,3.0,Полная,5/2,8
Специалист технической поддержки,Вебмониторэкс,Not specified,https://hh.ru/vacancy/119119058,1.0,Полная,5/2,8
"Backend Developer (.NET, YARP, Web Proxying, JS Debugging)",Вовнянко Олеся Викторовна,3000–5000 USD,https://hh.ru/vacancy/119642230,3.0,Полная,5/2,8
Директор по оценке проектов / тестированию гипотез (Розничного Бизнеса),Банк ВТБ (ПАО),Not specified,https://hh.ru/vacancy/117956994,3.0,Полная,5/2,8
Программист-разработчик MSSQL и Delphi (помощник),Флекскор,From 80000 RUR,https://hh.ru/vacancy/119610669,1.0,Полная,5/2,8
Python Developer,РозумСофт,200000–300000 RUR,https://hh.ru/vacancy/119031392,3.0,Полная,5/2,8
Эксперт ценообразования в сфере инвестиционных и ГОЗ проектов (ПЭО),Российская электроника,Not specified,https://hh.ru/vacancy/117743692,1.0,Полная,5/2,8
Системный администратор linux,БайтЭрг,From 150000 RUR,https://hh.ru/vacancy/120079010,3.0,Полная,5/2,8
Data Scientist,СБЕР,Not specified,https://hh.ru/vacancy/119124696,,,,
Тестировщик веб-приложений,Цикада,Not specified,https://hh.ru/vacancy/119633722,3.0,Полная,5/2,8
Senior DevOps-инженер (Kubernetes),X5 Digital,Not specified,https://hh.ru/vacancy/119779604,6.0,Полная,5/2,8
Product Analyst (SEO and Organic Traffic),Novakid Inc,Not specified,https://hh.ru/vacancy/120011581,6.0,Полная,5/2,8
Разработчик 1С (ЗУП),Почтатех,Not specified,https://hh.ru/vacancy/117800711,3.0,Полная,5/2,8
Старший инженер зонтичной системы мониторинга ЦОД,Ростелеком - Центры обработки данных,Not specified,https://hh.ru/vacancy/119496840,1.0,Полная,5/2,8
DevOps-инженер,KALABI,320000–380000 RUR,https://hh.ru/vacancy/120033929,3.0,Полная,5/2,8
Python разработчик,ГНИВЦ,Not specified,https://hh.ru/vacancy/119818820,3.0,Полная,5/2,8
Специалист по поиску дропов/Дроповод/SEO по поиску дропов/iGaming,Штергер Евгений Владимирович,Not specified,https://hh.ru/vacancy/119753835,1.0,Полная,5/2,8
Продуктовый аналитик,Outlines Technologies,Up to 220000 RUR,https://hh.ru/vacancy/119380623,1.0,Полная,5/2,8
Senior Продуктовый Аналитик,WILDBERRIES,Not specified,https://hh.ru/vacancy/119241974,3.0,Полная,5/2,8
Product manager,iConText Group,Not specified,https://hh.ru/vacancy/119830858,1.0,Полная,5/2,
Системный аналитик DWH в Финтех,Яндекс,Not specified,https://hh.ru/vacancy/119728196,3.0,Полная,5/2,8
Ведущий специалист отдела по управлению данными (НСИ/MDM),ГК Фармасинтез,Not specified,https://hh.ru/vacancy/120108695,1.0,Полная,5/2,8
Mid/Mid+ Mobile DevOps специалист,СберЗдоровье,Not specified,https://hh.ru/vacancy/119699854,1.0,Полная,5/2,8
Аналитик продаж / Аналитик данных (Junior),СДС,From 140000 RUR,https://hh.ru/vacancy/119675694,1.0,Полная,5/2,8
DevOps,НУБЕС,Not specified,https://hh.ru/vacancy/119884083,3.0,Полная,5/2,8
Python Developer (middle/senior),RDP.RU,Not specified,https://hh.ru/vacancy/119091100,3.0,Полная,5/2,8
Старший системный администратор Windows (Middle/Senior),УК Деметра-Холдинг,Not specified,https://hh.ru/vacancy/118896714,3.0,Полная,5/2,8
Специалист DLP-систем,Газпромбанк,Not specified,https://hh.ru/vacancy/119497476,1.0,Полная,5/2,8
Java-разработчик (Инвестиционный бизнес),РСХБ-Интех,Not specified,https://hh.ru/vacancy/120113389,3.0,Полная,5/2,8
RTL designer/Инженер по разработке аппаратного обеспечения,YADRO,Not specified,https://hh.ru/vacancy/119458751,3.0,Полная,Свободный,8
"Архитектор в команду ""Биллинг""",HeadHunter,Not specified,https://hh.ru/vacancy/118463917,6.0,Полная,5/2,8
Системный инженер Zabbix,ЛАНИТ,Not specified,https://hh.ru/vacancy/118044413,3.0,Полная,5/2,8
Разработчик навигационных алгоритмов,НПЦ ЭЛВИС,Not specified,https://hh.ru/vacancy/96545031,3.0,Полная,5/2,8
DevOps-инженер,Spectr,Up to 200000 RUR,https://hh.ru/vacancy/119426230,1.0,Полная,5/2,8
Python-разработчик,СБЕР,Not specified,https://hh.ru/vacancy/119622530,,,,
Python разработчик (Wordpress),ВЕЛЕС РИСЕРЧ,70000–100000 RUR,https://hh.ru/vacancy/119971147,1.0,Полная,5/2,8
Системный программист,YADRO,Not specified,https://hh.ru/vacancy/115707336,3.0,Полная,5/2,8
Инженер по автоматизированному тестированию / QA Automation Engineer,БУЛАТ,Not specified,https://hh.ru/vacancy/118617556,1.0,Полная,5/2,8
Аналитик в Индексную команду CIB,СБЕР,Not specified,https://hh.ru/vacancy/119907401,,,,
Тимлид команды продуктовой аналитики в Яндекс Финтех,Яндекс,Not specified,https://hh.ru/vacancy/114583817,6.0,Полная,5/2,8
Ведущий Аналитик Данных (Loyalty),"МАГНИТ, Розничная сеть",Not specified,https://hh.ru/vacancy/118803281,1.0,Полная,5/2,8
Тестировщик ПО,"ЭВРИКА, Санкт-Петербург",Not specified,https://hh.ru/vacancy/80675242,1.0,Полная,5/2,8
Специалист в отдел внедрения и развития информационных систем,ФГБУ НМИЦ гематологии Минздрава России,80000–90000 RUR,https://hh.ru/vacancy/119493837,1.0,Полная,5/2,8
Руководитель отдела аналитики и исследований/CDO,STONE,Not specified,https://hh.ru/vacancy/119837635,6.0,Полная,5/2,8
Системный аналитик по созданию приложений (гибрид),ИК СИБИНТЕК,Not specified,https://hh.ru/vacancy/118434907,6.0,Полная,5/2,8
Cold Outreach Specialist (CRM\Email cold outreach)\Lead Generation Manager,Fundmates,Not specified,https://hh.ru/vacancy/119090899,1.0,Полная,5/2,8
Веб-картограф (Градостроительство),ГКУ Инфогород,Not specified,https://hh.ru/vacancy/118509273,1.0,Полная,5/2,8
Продуктовый аналитик (мобильное приложение),Битрикс24,Not specified,https://hh.ru/vacancy/111522568,1.0,Полная,5/2,8
Финансовый менеджер,Саламов Вячеслав Владимирович,100000–150000 RUR,https://hh.ru/vacancy/119639927,3.0,Полная,5/2,8
Бизнес-аналитик,Крупная парфюмерно-косметическая компания,Up to 190000 RUR,https://hh.ru/vacancy/119837905,1.0,Полная,5/2,8
Tech lead Python/GO,СБЕР,Not specified,https://hh.ru/vacancy/119330625,,,,
Senior/Lead Java-разработчик (Sber.DS Lab),СБЕР,Not specified,https://hh.ru/vacancy/119360138,,,,
Менеджер бизнес-процессов,Группа компаний РБЕ (RBE Group),Not specified,https://hh.ru/vacancy/119966796,1.0,Полная,5/2,8
Инженер по внедрению AI и разработке чат-ботов,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/118186061,3.0,Полная,5/2,8
Python-разработчик / Python Developer,Aston,Up to 380000 RUR,https://hh.ru/vacancy/120018405,3.0,Полная,5/2,8
Стажер направления международного сотрудничества,Центральный банк Российской Федерации (Банк России),Not specified,https://hh.ru/vacancy/119669350,,Частичная,5/2,
Python developer,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119931412,3.0,Полная,5/2,8
DevSecOps,Банк ПСБ,Not specified,https://hh.ru/vacancy/107129235,1.0,Полная,5/2,8
Atlassian Automatization Engineer,Aviasales.ru,Not specified,https://hh.ru/vacancy/119063515,3.0,Полная,5/2,8
Консультант (Практика Разведка и Добыча),VYGON Consulting,Not specified,https://hh.ru/vacancy/120026104,3.0,Полная,5/2,8
Монтажник роботов / Сборщик / Паяльщик / Пайщик,ДМ Проджектс,90000–105000 RUR,https://hh.ru/vacancy/117135061,1.0,Полная,5/2,8
Middle/Senior Python разработчик,ВижнЛабс (VisionLabs),252000–316000 RUR,https://hh.ru/vacancy/107412285,3.0,Полная,5/2,8
Data analyst / Аналитик данных,X5 Tech,Not specified,https://hh.ru/vacancy/114564439,3.0,Полная,5/2,8
Middle python-разработчик,Смарт Аналитикс Рус,Up to 250000 RUR,https://hh.ru/vacancy/119827529,1.0,Полная,5/2,8
Product analyst (CJM & Web Analytics),WINLINE,Not specified,https://hh.ru/vacancy/119276409,1.0,Полная,5/2,8
Инженер автоматизации (DevOps),Angara Security,Not specified,https://hh.ru/vacancy/120045405,1.0,Полная,5/2,8
"Консультант-аналитик (VBA, Python, SQL)",Diamond Personnel R&C,180000–230000 RUR,https://hh.ru/vacancy/120112622,3.0,Полная,5/2,8
Ведущий Разработчик Java / Spark,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119370451,3.0,Полная,5/2,8
Инженер данных в команду Индекс магазинов,WILDBERRIES,Not specified,https://hh.ru/vacancy/119132107,3.0,Полная,5/2,8
Ведущий специалист технической поддержки,АТОН,Not specified,https://hh.ru/vacancy/119242340,1.0,Полная,,8
Data Engineer,Топассистент,From 4000 EUR,https://hh.ru/vacancy/117249567,3.0,Полная,5/2,8
RND Engineer,СБЕР,Not specified,https://hh.ru/vacancy/115634151,,,,
Site Reliability Engineer,Astrum Entertainment,Not specified,https://hh.ru/vacancy/118200980,3.0,Полная,5/2,8
Младший менеджер по планированию спроса / Demand Planning Executive,ITMS Россия,Not specified,https://hh.ru/vacancy/119284313,1.0,Полная,5/2,8
Руководитель группы разработки C++,"ЭВРИКА, Санкт-Петербург",Not specified,https://hh.ru/vacancy/118898958,6.0,Полная,5/2,8
Системный аналитик (web),РУТ КОД,From 200000 RUR,https://hh.ru/vacancy/119403175,3.0,Полная,5/2,8
Актуарий,СК Ренессанс Жизнь,Not specified,https://hh.ru/vacancy/119879659,,Полная,5/2,8
Младший эксперт по информационной безопасности,Онлайн-школа Фоксфорд,Up to 180000 RUR,https://hh.ru/vacancy/118069549,1.0,Полная,5/2,8
ML Lead Руководитель ML направления,Antal Talent,Not specified,https://hh.ru/vacancy/119952843,3.0,Полная,5/2,8
Python Backend developer / Инженер-программист (Testing Tools),YADRO,Not specified,https://hh.ru/vacancy/115509121,3.0,Полная,5/2,8
Middle+/Senior C++ разработчик,Movavi,Not specified,https://hh.ru/vacancy/117940911,3.0,Полная,5/2,8
Data Scientist NLP (портал gosuslugi.ru),РТЛабс,Not specified,https://hh.ru/vacancy/115401050,3.0,Полная,5/2,8
Ведущий системный администратор / Ведущий специалист отдела IT,ВОДОВОЗ.RU,Up to 200000 RUR,https://hh.ru/vacancy/119242909,3.0,Полная,5/2,8
Системный архитектор,Линсофтверпродакшн,Up to 500000 RUR,https://hh.ru/vacancy/115944740,6.0,Полная,5/2,8
Аналитик данных,S8 Capital,Not specified,https://hh.ru/vacancy/118962528,,Полная,5/2,8
Junior HFT Quant Trader / Data Scientist Orion Systematic,НОВОТЕХ,200000–300000 RUR,https://hh.ru/vacancy/119335326,1.0,Полная,5/2,8
Старший разработчик Python / C++,БЮРО 1440,Not specified,https://hh.ru/vacancy/119173182,3.0,Полная,5/2,8
Supply Chain Manager / Менеджер по логистике,Procter & Gamble,From 155000 RUR,https://hh.ru/vacancy/108480158,,Полная,5/2,8
Java-разработчик,Мера-ТСП,From 100000 RUR,https://hh.ru/vacancy/119321149,1.0,Полная,5/2,8
ELK Engineer (ElasticSearch/Opensearch),WILDBERRIES,Not specified,https://hh.ru/vacancy/119582334,3.0,Полная,,
PHP разработчик (Fullstack),Эд-АйТи,Not specified,https://hh.ru/vacancy/119818162,3.0,Полная,5/2,8
Testing Engineer Full-Stack,Лаборатория Касперского,Not specified,https://hh.ru/vacancy/119283304,3.0,Полная,5/2,8
"Старший Java разработчик, Оценка качества поиска",Ozon,Not specified,https://hh.ru/vacancy/118660499,3.0,Полная,5/2,8
Middle+ / Senior Data-инженер,Линсофтверпродакшн,250000–370000 RUR,https://hh.ru/vacancy/116101284,6.0,Полная,5/2,8
Руководитель команды продуктовой аналитики в Финтех,Яндекс,Not specified,https://hh.ru/vacancy/119778530,6.0,Полная,5/2,8
Инженер-конструктор,Флюид-Лайн,Not specified,https://hh.ru/vacancy/119335904,,Полная,5/2,8
